Day_of_week,Age_band_of_driver,Sex_of_driver,Type_of_vehicle,Area_accident_oc cured,Lanes_or_Medians,Types_of_Junction,Road_surface_conditions,Light_conditions,Weather_conditions,Number_of_vehicles_involved,Number_of_casualties,Sex_of_casualty,Cause_of_accident,Accident_severity
Friday,31-50,Male,Train,Market areas,Grass medians,O Shape,Moist,Daylight,Normal,1,2,Male,Overtaking,Serious Injury
Friday,Under 18,Male,E-Bike,Residential areas,Grass medians,O Shape,Moist,Night,Normal,1,1,Female,No distancing,Fatal injury
Tuesday,18-30,Male,Aeroplane,Residential areas,One way,O Shape,Moist,Daylight,Normal,2,2,Male,Overspeed,Slight Injury
Tuesday,31-50,Male,E-Bike,Residential areas,Grass medians,O Shape,Moist,Daylight,Normal,2,2,Female,Overloading,Slight Injury
Tuesday,31-50,Male,Lorry,Highways,Concrete barriers,O Shape,Moist,Daylight,Normal,3,2,Female,Overtaking,Slight Injury
Tuesday,31-50,Male,E-Bike,Office areas,Concrete barriers,O Shape,Moist,Daylight,Normal,3,2,Female,No distancing,Slight Injury
Friday,31-50,Male,Public,Highways,Speed breaker,O Shape,Moist,Daylight,Normal,3,2,Female,Overspeed,Slight Injury
Friday,18-30,Male,Aeroplane,Office areas,Double carriageway ,O Shape,Moist,Night,Normal,2,2,Female,Overspeed,Slight Injury
Wednesday,Over 51,Male,E-Bike,Residential areas,Concrete barriers,O Shape,Moist,Night,Normal,2,2,Male,Overspeed,Slight Injury
Tuesday,Under 18,Male,Public,Office areas,Double carriageway ,O Shape,Moist,Daylight,Normal,1,1,Female,Moving Backward,Slight Injury
Monday,31-50,Male,Cycle,Office areas,Double carriageway ,O Shape,Moist,Daylight,Normal,1,1,Male,No distancing,Slight Injury
Monday,31-50,Male,Lorry,Highways,Double carriageway ,O Shape,Moist,Daylight,Normal,3,1,Female,No distancing,Slight Injury
Thursday,18-30,Male,Lorry,Office areas,Concrete barriers,O Shape,Moist,Daylight,Normal,3,1,Female,No distancing,Slight Injury
Thursday,Over 51,Male,Public,Office areas,Concrete barriers,O Shape,Moist,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Thursday,Over 51,Male,Lorry,Office areas,One way,O Shape,Moist,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Thursday,31-50,Male,Lorry,Highways,Grass medians,O Shape,Moist,Daylight,Normal,3,1,Male,Moving Backward,Slight Injury
Wednesday,Over 51,Male,Public,Residential areas,Concrete barriers,O Shape,Dry,Daylight,Normal,3,2,Female,Overloading,Slight Injury
Wednesday,31-50,Male,Public,Residential areas,Concrete barriers,O Shape,Dry,Daylight,Normal,3,2,Female,Overspeed,Slight Injury
Wednesday,Over 51,Male,E-Bike,Highways,Concrete barriers,O Shape,Dry,Daylight,Normal,3,2,Male,Moving Backward,Slight Injury
Thursday,Over 51,Male,Taxi,Highways,Concrete barriers,O Shape,Moist,Night,Raining,3,3,Female,Overspeed,Slight Injury
Thursday,Under 18,Male,Train,Residential areas,Concrete barriers,O Shape,Moist,Night,Raining,3,3,Male,Overspeed,Slight Injury
Saturday,31-50,Male,Aeroplane,Highways,Grass medians,O Shape,Moist,Night,Raining,3,3,Male,Drunk driving,Slight Injury
Saturday,18-30,Male,Cycle,Residential areas,Grass medians,O Shape,Moist,Night,Raining,3,3,Female,Overspeed,Slight Injury
Saturday,Under 18,Male,E-Bike,Residential areas,Concrete barriers,O Shape,Dry,Daylight,Normal,3,1,Female,Overspeed,Slight Injury
Wednesday,Over 51,Male,Train,Highways,Concrete barriers,O Shape,Dry,Daylight,Normal,3,1,Female,Overspeed,Slight Injury
Saturday,18-30,Male,Taxi,Highways,Concrete barriers,O Shape,Dry,Daylight,Normal,1,1,Female,Moving Backward,Slight Injury
Saturday,Over 51,Male,Lorry,Highways,Grass medians,O Shape,Flood,Daylight,Normal,2,1,Female,Overspeed,Serious Injury
Saturday,Over 51,Male,E-Bike,Highways,Double carriageway ,O Shape,Flood,Daylight,Normal,2,1,Male,Overspeed,Serious Injury
Saturday,Over 51,Male,Cycle,Residential areas,Concrete barriers,O Shape,Flood,Daylight,Normal,2,3,Male,Overloading,Slight Injury
Sunday,Over 51,Male,Lorry,Industrial areas,Grass medians,O Shape,Flood,Daylight,Normal,2,3,Female,Overtaking,Slight Injury
Sunday,31-50,Male,Lorry,Highways,Speed breaker,O Shape,Flood,Daylight,Normal,2,3,Female,Overspeed,Slight Injury
Sunday,31-50,Male,Lorry,Office areas,Grass medians,O Shape,Flood,Daylight,Normal,1,1,Male,Overspeed,Slight Injury
Tuesday,31-50,Male,Taxi,Highways,Grass medians,O Shape,Flood,Daylight,Normal,2,1,Female,Moving Backward,Slight Injury
Tuesday,18-30,Male,Taxi,Office areas,Grass medians,O Shape,Flood,Daylight,Normal,2,1,Female,No distancing,Slight Injury
Wednesday,Over 51,Male,E-Bike,Office areas,One way,O Shape,Flood,Daylight,Normal,1,1,Female,Overtaking,Slight Injury
Wednesday,Over 51,Male,Aeroplane,Office areas,Grass medians,O Shape,Flood,Daylight,Normal,1,1,Male,Overtaking,Slight Injury
Wednesday,31-50,Male,Cycle,Highways,Grass medians,O Shape,Flood,Daylight,Normal,3,1,Male,No distancing,Slight Injury
Tuesday,18-30,Male,E-Bike,Highways,Double carriageway ,O Shape,Flood,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Thursday,Over 51,Male,Aeroplane,Office areas,One way,O Shape,Flood,Daylight,Normal,3,1,Female,Overspeed,Slight Injury
Monday,Under 18,Male,E-Bike,Residential areas,Speed breaker,O Shape,Flood,Daylight,Normal,3,1,Male,Overtaking,Slight Injury
Monday,18-30,Male,E-Bike,Industrial areas,Grass medians,O Shape,Flood,Night,Normal,3,2,Female,No distancing,Slight Injury
Monday,18-30,Male,Public,Highways,Speed breaker,O Shape,Flood,Night,Normal,3,2,Male,Overloading,Slight Injury
Wednesday,Under 18,Male,Train,Residential areas,Speed breaker,O Shape,Flood,Night,Normal,3,2,Female,No distancing,Slight Injury
Wednesday,Under 18,Male,Cycle,Highways,Speed breaker,O Shape,Flood,Daylight,Normal,3,1,Female,Drunk driving,Slight Injury
Wednesday,31-50,Male,E-Bike,Highways,Speed breaker,O Shape,Flood,Daylight,Normal,3,1,Female,No distancing,Slight Injury
Thursday,18-30,Male,Public,Highways,One way,O Shape,Flood,Night,Normal,3,2,Male,Overtaking,Slight Injury
Thursday,31-50,Male,Taxi,Highways,Concrete barriers,O Shape,Flood,Night,Normal,3,2,Female,Drunk driving,Slight Injury
Friday,31-50,Male,Lorry,Highways,Speed breaker,O Shape,Flood,Daylight,Normal,3,1,Male,Overspeed,Slight Injury
Friday,18-30,Male,E-Bike,Market areas,Grass medians,O Shape,Flood,Daylight,Normal,2,1,Female,Moving Backward,Slight Injury
Friday,31-50,Male,Public,Office areas,Concrete barriers,O Shape,Flood,Daylight,Normal,1,1,Male,Overloading,Serious Injury
Friday,31-50,Male,E-Bike,Office areas,Concrete barriers,O Shape,Flood,Daylight,Normal,2,1,Female,Overtaking,Slight Injury
Wednesday,Over 51,Male,Public,Office areas,Concrete barriers,O Shape,Flood,Daylight,Normal,3,1,Female,Overloading,Slight Injury
Wednesday,31-50,Male,Public,Market areas,Concrete barriers,O Shape,Flood,Daylight,Normal,3,1,Male,Drunk driving,Slight Injury
Monday,18-30,Male,E-Bike,Market areas,Grass medians,O Shape,Flood,Daylight,Normal,3,1,Male,Overspeed,Slight Injury
Monday,31-50,Male,Lorry,Office areas,Concrete barriers,O Shape,Flood,Daylight,Normal,3,1,Male,Overspeed,Slight Injury
Saturday,18-30,Female,E-Bike,Office areas,Concrete barriers,O Shape,Flood,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Saturday,31-50,Male,Taxi,Market areas,Concrete barriers,O Shape,Flood,Daylight,Normal,3,3,Female,Overloading,Slight Injury
Wednesday,31-50,Male,Public,Highways,Concrete barriers,O Shape,Flood,Daylight,Normal,3,3,Female,Overloading,Slight Injury
Wednesday,Under 18,Male,E-Bike,Highways,Concrete barriers,O Shape,Flood,Daylight,Normal,3,3,Male,Overtaking,Slight Injury
Thursday,Under 18,Male,E-Bike,Highways,Grass medians,O Shape,Dry,Daylight,Normal,3,3,Female,Overtaking,Slight Injury
Thursday,18-30,Female,E-Bike,Highways,Concrete barriers,O Shape,Dry,Daylight,Normal,3,1,Male,Overspeed,Slight Injury
Friday,18-30,Male,Train,Residential areas,Grass medians,O Shape,Dry,Daylight,Normal,3,1,Male,Overtaking,Slight Injury
Monday,18-30,Male,Aeroplane,Highways,Grass medians,O Shape,Moist,Daylight,Raining,3,1,Male,Overtaking,Slight Injury
Friday,31-50,Male,Aeroplane,Highways,Grass medians,O Shape,Moist,Daylight,Raining,3,1,Male,Drunk driving,Slight Injury
Friday,31-50,Male,Aeroplane,Industrial areas,Grass medians,O Shape,Dry,Daylight,Normal,3,1,Male,Overspeed,Slight Injury
Saturday,Under 18,Male,Public,Industrial areas,Grass medians,O Shape,Dry,Daylight,Normal,3,1,Female,Moving Backward,Slight Injury
Saturday,18-30,Male,Lorry,Highways,Concrete barriers,O Shape,Dry,Daylight,Normal,3,1,Female,No distancing,Slight Injury
Wednesday,Over 51,Male,Public,Office areas,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,Overspeed,Slight Injury
Wednesday,31-50,Male,E-Bike,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,Drunk driving,Slight Injury
Wednesday,Under 18,Male,E-Bike,Office areas,Grass medians,O Shape,Snow,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Wednesday,31-50,Male,Train,Office areas,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,No distancing,Slight Injury
Tuesday,18-30,Male,Lorry,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,Moving Backward,Slight Injury
Saturday,31-50,Male,Lorry,Residential areas,Grass medians,O Shape,Snow,Daylight,Normal,3,1,Female,Overspeed,Slight Injury
Saturday,18-30,Male,Lorry,Office areas,Speed breaker,O Shape,Snow,Daylight,Normal,3,1,Female,Overspeed,Slight Injury
Friday,Over 51,Female,Public,Residential areas,Speed breaker,O Shape,Snow,Night,Normal,3,1,Female,No distancing,Slight Injury
Friday,18-30,Male,Public,Market areas,Concrete barriers,O Shape,Snow,Night,Normal,3,1,Male,No distancing,Slight Injury
Friday,Over 51,Male,Aeroplane,Office areas,Concrete barriers,O Shape,Snow,Daylight,Normal,1,3,Male,Overtaking,Slight Injury
Friday,31-50,Male,Public,Highways,Speed breaker,O Shape,Snow,Daylight,Normal,1,3,Female,Drunk driving,Slight Injury
Friday,31-50,Female,Aeroplane,Highways,Grass medians,O Shape,Snow,Daylight,Normal,1,3,Female,Overloading,Slight Injury
Friday,31-50,Male,Public,Highways,Speed breaker,O Shape,Snow,Daylight,Normal,1,3,Female,Overtaking,Slight Injury
Friday,31-50,Male,Train,Office areas,Concrete barriers,O Shape,Snow,Daylight,Normal,1,1,Female,Overspeed,Serious Injury
Saturday,Under 18,Male,E-Bike,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,1,1,Male,Moving Backward,Slight Injury
Wednesday,18-30,Male,Lorry,Office areas,Concrete barriers,O Shape,Dry,Night,Normal,2,1,Female,Moving Backward,Slight Injury
Monday,18-30,Male,Aeroplane,Office areas,Concrete barriers,O Shape,Dry,Night,Normal,2,1,Female,Overloading,Slight Injury
Friday,18-30,Male,Lorry,Office areas,Concrete barriers,O Shape,Moist,Night,Normal,2,1,Male,Overspeed,Serious Injury
Friday,18-30,Male,Lorry,Highways,Grass medians,O Shape,Moist,Night,Normal,2,1,Male,Drunk driving,Serious Injury
Friday,18-30,Male,Public,Office areas,Grass medians,O Shape,Dry,Daylight,Normal,1,2,Female,Drunk driving,Slight Injury
Friday,18-30,Male,E-Bike,Highways,Double carriageway ,O Shape,Dry,Daylight,Normal,1,2,Male,Overloading,Slight Injury
Saturday,18-30,Male,E-Bike,Highways,Concrete barriers,O Shape,Dry,Night,Normal,3,3,Female,Overspeed,Slight Injury
Friday,Under 18,Male,E-Bike,Highways,Double carriageway,O Shape,Snow,Night,Normal,3,3,Male,No distancing,Slight Injury
Sunday,18-30,Male,Public,Market areas,Grass medians,O Shape,Snow,Night,Normal,3,3,Female,Overtaking,Slight Injury
Sunday,31-50,Male,Train,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,No distancing,Serious Injury
Sunday,31-50,Male,Taxi,Office areas,Grass medians,O Shape,Snow,Daylight,Normal,3,1,Female,No distancing,Serious Injury
Sunday,18-30,Female,Train,Highways,Speed breaker,O Shape,Snow,Daylight,Normal,3,1,Male,Overspeed,Fatal injury
Sunday,18-30,Male,Taxi,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Male,Overtaking,Fatal injury
Saturday,Under 18,Male,Aeroplane,Highways,Double carriageway ,O Shape,Snow,Daylight,Normal,3,1,Male,Overspeed,Slight Injury
Saturday,31-50,Male,Train,Highways,Double carriageway ,O Shape,Snow,Daylight,Normal,3,1,Female,Drunk driving,Slight Injury
Saturday,31-50,Male,Cycle,Office areas,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,Moving Backward,Slight Injury
Saturday,Under 18,Male,Cycle,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,Drunk driving,Slight Injury
Saturday,Under 18,Male,Lorry,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,Drunk driving,Slight Injury
Friday,Under 18,Male,Aeroplane,Residential areas,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Male,Overloading,Slight Injury
Friday,31-50,Female,Aeroplane,Office areas,Concrete barriers,O Shape,Snow,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Monday,Over 51,Male,E-Bike,Highways,One way,O Shape,Snow,Night,Normal,3,1,Male,No distancing,Slight Injury
Monday,31-50,Male,Aeroplane,Highways,Grass medians,O Shape,Snow,Night,Normal,3,1,Female,No distancing,Slight Injury
Monday,31-50,Male,E-Bike,Market areas,Speed breaker,O Shape,Snow,Night,Normal,3,2,Male,Overspeed,Slight Injury
Tuesday,18-30,Male,Public,Residential areas,Concrete barriers,O Shape,Snow,Night,Normal,3,2,Male,Moving Backward,Slight Injury
Tuesday,18-30,Male,Lorry,Office areas,Grass medians,O Shape,Snow,Night,Normal,3,1,Female,Moving Backward,Slight Injury
Saturday,Over 51,Male,Cycle,Industrial areas,Speed breaker,O Shape,Snow,Night,Normal,3,1,Female,Overspeed,Slight Injury
Saturday,18-30,Male,E-Bike,Office areas,Speed breaker,O Shape,Snow,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Sunday,31-50,Male,Cycle,Industrial areas,Speed breaker,O Shape,Snow,Daylight,Normal,3,1,Female,Overtaking,Slight Injury
Sunday,31-50,Male,Lorry,Highways,Concrete barriers,O Shape,Snow,Daylight,Normal,1,1,Female,Overspeed,Slight Injury
Monday,Over 51,Male,Cycle,Residential areas,Grass medians,O Shape,Snow,Foggy,Normal,1,3,Male,Overloading,Serious Injury
Monday,Over 51,Female,Lorry,Residential areas,Speed breaker,O Shape,Snow,Foggy,Normal,1,3,Female,Overloading,Serious Injury
Monday,18-30,Female,Taxi,Industrial areas,Speed breaker,O Shape,Snow,Foggy,Normal,1,3,Female,Overspeed,Serious Injury
Sunday,31-50,Male,Lorry,Residential areas,Grass medians,O Shape,Snow,Foggy,Normal,1,3,Female,Overtaking,Serious Injury
Sunday,Over 51,Male,Lorry,Residential areas,Speed breaker,O Shape,Snow,Snowy,Normal,3,1,Female,Overloading,Slight Injury
Saturday,18-30,Female,Aeroplane,Office areas,Grass medians,O Shape,Snow,Snowy,Normal,3,1,Female,Drunk driving,Slight Injury
Saturday,18-30,Female,Train,Office areas,Double carriageway ,O Shape,Snow,Snowy,Normal,3,1,Male,Overspeed,Slight Injury
Tuesday,18-30,Male,Train,Office areas,Speed breaker,O Shape,Snow,Daylight,Normal,2,1,Male,No distancing,Slight Injury
Tuesday,31-50,Male,Lorry,Office areas,Grass medians,O Shape,Snow,Daylight,Normal,2,1,Female,Overspeed,Slight Injury
Wednesday,31-50,Male,Lorry,Office areas,One way,O Shape,Snow,Daylight,Normal,1,1,Male,Overspeed,Slight Injury
Wednesday,31-50,Male,Aeroplane,Office areas,Grass medians,O Shape,Snow,Daylight,Normal,1,1,Female,Overspeed,Slight Injury
Wednesday,31-50,Male,E-Bike,Office areas,Speed breaker,O Shape,Snow,Night,Normal,3,3,Female,Overtaking,Slight Injury
Wednesday,31-50,Male,Cycle,Residential areas,Speed breaker,O Shape,Dry,Night,Normal,3,3,Female,Moving Backward,Slight Injury
Thursday,18-30,Male,Taxi,Residential areas,One way,O Shape,Dry,Night,Normal,3,3,Male,Overspeed,Slight Injury
Thursday,18-30,Male,Lorry,Highways,One way,O Shape,Dry,Night,Normal,3,3,Female,Drunk driving,Slight Injury
Wednesday,18-30,Male,Aeroplane,Highways,Grass medians,O Shape,Moist,Night,Raining,3,1,Male,Overloading,Slight Injury
Wednesday,18-30,Male,E-Bike,Industrial areas,Speed breaker,O Shape,Moist,Night,Raining,3,1,Female,Overspeed,Slight Injury
Friday,31-50,Male,Public,Industrial areas,Grass medians,O Shape,Dry,Daylight,Normal,3,1,Female,Overloading,Slight Injury
Friday,18-30,Male,Train,Residential areas,Speed breaker,O Shape,Dry,Daylight,Normal,3,1,Female,Drunk driving,Slight Injury
Wednesday,18-30,Male,E-Bike,Residential areas,Speed breaker,O Shape,Dry,Daylight,Normal,3,1,Female,Moving Backward,Slight Injury
Wednesday,Over 51,Male,Lorry,Office areas,Double carriageway ,O Shape,Dry,Daylight,Normal,1,1,Female,Overspeed,Serious Injury
Friday,31-50,Male,Aeroplane,Market areas,Grass medians,O Shape,Dry,Daylight,Normal,2,1,Female,No distancing,Slight Injury
Friday,31-50,Male,Public,Highways,Speed breaker,O Shape,Dry,Daylight,Normal,2,1,Female,Overspeed,Slight Injury
Tuesday,Under 18,Male,Aeroplane,Industrial areas,Speed breaker,O Shape,Moist,Daylight,Normal,1,1,Female,Overtaking,Slight Injury
Tuesday,Over 51,Female,Aeroplane,Residential areas,One way,O Shape,Dry,Night,Normal,1,3,Female,Overspeed,Slight Injury
Thursday,18-30,Male,Taxi,Residential areas,Grass medians,O Shape,Dry,Night,Normal,1,3,Male,Overspeed,Slight Injury
Thursday,31-50,Male,Lorry,Highways,Grass medians,O Shape,Dry,Night,Normal,1,3,Male,No distancing,Slight Injury
Thursday,18-30,Female,Lorry,Residential areas,Speed breaker,O Shape,Dry,Daylight,Normal,1,1,Male,Drunk driving,Slight Injury
Thursday,31-50,Female,Taxi,Market areas,Grass medians,O Shape,Moist,Night,Raining,2,1,Female,Overspeed,Slight Injury
Wednesday,31-50,Female,Train,Market areas,Grass medians,O Shape,Moist,Night,Raining,2,1,Male,Overspeed,Slight Injury
Wednesday,31-50,Female,E-Bike,Office areas,Double carriageway ,O Shape,Moist,Foggy,Normal,1,1,Female,Overloading,Serious Injury
Tuesday,Over 51,Female,E-Bike,Residential areas,Grass medians,O Shape,Dry,Daylight,Normal,1,1,Male,Overspeed,Slight Injury
Friday,18-30,Female,Taxi,Residential areas,Speed breaker,O Shape,Dry,Night,Normal,1,1,Female,Overtaking,Slight Injury
Friday,18-30,Female,E-Bike,Industrial areas,Speed breaker,O Shape,Moist,Night,Raining,2,1,Male,Overspeed,Serious Injury
Friday,18-30,Female,Aeroplane,Residential areas,Speed breaker,O Shape,Moist,Night,Raining,2,1,Male,Overspeed,Serious Injury
Friday,18-30,Female,Lorry,Highways,Speed breaker,O Shape,Moist,Night,Normal,1,2,Female,Drunk driving,Serious Injury
Saturday,18-30,Female,Public,Office areas,Grass medians,O Shape,Moist,Night,Normal,1,2,Male,Overspeed,Serious Injury
Tuesday,Over 51,Female,Taxi,Office areas,Concrete barriers,O Shape,Moist,Night,Raining,1,3,Female,No distancing,Slight Injury
Tuesday,Under 18,Female,Train,Office areas,Concrete barriers,O Shape,Moist,Night,Raining,1,3,Male,Overspeed,Slight Injury
Tuesday,Under 18,Female,Aeroplane,Highways,Grass medians,O Shape,Moist,Night,Raining,1,3,Male,Drunk driving,Slight Injury
Tuesday,Under 18,Female,Taxi,Highways,Grass medians,O Shape,Moist,Night,Raining,1,3,Female,Overtaking,Slight Injury
Tuesday,Under 18,Female,Public,Residential areas,Concrete barriers,O Shape,Dry,Daylight,Normal,1,1,Female,No distancing,Slight Injury
Tuesday,Under 18,Female,Public,Highways,Concrete barriers,O Shape,Moist,Daylight,Raining,1,1,Male,Overspeed,Slight Injury
Thursday,Under 18,Female,Lorry,Highways,Grass medians,O Shape,Dry,Night,Normal,3,2,Male,Moving Backward,Slight Injury
Thursday,18-30,Female,Taxi,Highways,Concrete barriers,O Shape,Dry,Night,Normal,3,2,Male,Overtaking,Slight Injury
Tuesday,18-30,Female,Lorry,Highways,Grass medians,O Shape,Dry,Night,Normal,3,2,Female,Overtaking,Slight Injury
Tuesday,18-30,Female,Taxi,Highways,Double carriageway ,O Shape,Moist,Night,Cloudy,3,1,Male,Overloading,Slight Injury
Tuesday,18-30,Female,Train,Highways,Concrete barriers,O Shape,Moist,Night,Cloudy,3,1,Male,Overtaking,Slight Injury
Tuesday,31-50,Female,Cycle,Highways,Concrete barriers,O Shape,Dry,Daylight,Cloudy,3,2,Female,Overloading,Slight Injury
Tuesday,31-50,Female,Aeroplane,Highways,Grass medians,O Shape,Dry,Daylight,Cloudy,3,2,Male,Overspeed,Slight Injury
Saturday,Under 18,Female,Cycle,Industrial areas,Concrete barriers,O Shape,Dry,Daylight,Cloudy,3,2,Female,Overspeed,Slight Injury
Saturday,18-30,Female,Public,Residential areas,Double carriageway ,O Shape,Moist,Night,Raining,3,1,Male,Overloading,Slight Injury
